"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","%D","ADP","Ros","GP","G","A","A1","A2","PIM","SOG","Shot%","TS%","PPP","Hit","Blk","TOIES","TOIPP","TOISH","Cor","ZS%"
"*04o0h*","Dylan Guenther","UTA","RW","79","Adam","22","","1,901,000","2025","471.05","6.73","100","61.9","99%","70","27","33","18","15","26","204","13.2","6.0","29","53","42","939:05","236:18","14:25","97","0.75"
"*01skr*","Mikael Granlund","ANA","C,RW","80","Jason","33","","2,255,000","1st","470.55","5.67","96","191.3","84%","83","22","44","31","13","28","169","13.0","6.7","19","57","60","1250:47","235:50","127:43","-206","0.59"
"*01zti*","Tyler Toffoli","SJS","RW","81","Jason","33","","4,807,000","2027","468.6","6.01","96","148","87%","78","30","24","13","11","14","233","12.9","7.3","15","54","32","1076:31","241:39","02:20","106","0.66"
"*0579x*","Adam Fantilli","CBJ","C","82","Logan","20","","4,874,000","2029","467.95","5.71","100","124.1","99%","82","31","23","14","9","18","191","16.2","7.9","4","113","56","1280:12","128:32","24:27","-85","0.65"
"*03as6*","Jared McCann","SEA","C,LW","83","Joel","29","","2,613,000","1st","466.15","5.68","98","127.1","94%","82","22","39","26","13","18","202","10.9","5.3","16","47","50","1077:29","209:18","124:30","-83","0.58"
"*02ybn*","Josh Morrissey","WPG","D","84","Joel","30","","2,773,000","1st","465.15","5.81","100","44","99%","80","14","48","19","29","22","172","8.1","3.2","22","49","113","1662:08","229:21","59:49","123","0.68"
"*05gvo*","Matvei Michkov","PHI","RW","85","Nate","20","","2,749,000","1st","462.75","5.78","100","80","99%","80","26","37","22","15","46","200","13.0","7.2","17","29","23","1108:45","224:39","01:21","12","0.72"
"*04zj5*","JJ Peterka","UTA","LW","86","Nate","23","","2,296,000","1st","462.6","6.01","100","102.8","97%","77","27","41","18","23","34","173","15.6","7.0","18","30","16","1175:11","224:02","00:57","9","0.66"
"*03ne3*","Frank Vatrano","ANA","LW","87","Shannon","31","","3,745,000","2026","462.55","5.71","97","149.7","85%","81","21","24","8","16","80","234","9.0","5.1","5","169","69","1149:06","211:12","60:52","-83","0.60"
"*05tur*","Matthew Knies","TOR","LW","88","Joel","22","","2,054,000","1st","462.4","5.93","100","78.2","99%","78","29","29","17","12","43","152","19.1","11.2","15","182","41","1151:14","187:09","105:47","11","0.62"
"*031p3*","Carter Verhaeghe","FLA","LW","89","Shannon","30","CHI Tue 3:00PM","5,341,000","2028","459.15","5.67","100","82.6","97%","81","20","33","18","15","46","242","8.3","4.2","16","95","28","1239:39","207:03","00:42","353","0.66"
"*04zb4*","Moritz Seider","DET","D","91","Daniel","24","","3,582,003","2026","456.9","5.57","100","43","99%","82","8","38","14","24","40","162","4.9","2.2","24","212","181","1654:55","241:24","159:36","-18","0.55"
"*026p4*","Jonathan Huberdeau","CGY","LW","92","Joel","32","","2,142,000","1st","455.6","5.62","98","164.5","83%","81","28","34","26","8","34","153","18.3","10.5","23","50","64","1247:11","232:29","103:14","119","0.70"
"*05ui2*","Logan Cooley","UTA","C","94","Joel","21","","2,156,000","1st","452.35","6.03","100","114.2","99%","75","25","40","20","20","46","158","15.8","8.5","20","63","32","1078:08","175:02","86:26","34","0.68"
"*03wpi*","Pierre-Luc Dubois","WSH","C","95","Nate","27","","2,100,000","1st","450.65","5.5","97","187.6","89%","82","20","46","29","17","76","142","14.1","6.9","14","65","62","1235:38","172:33","10:24","115","0.55"
"*027i6*","Mika Zibanejad","NYR","C,RW","96","Logan","32","PIT Tue 6:00PM","5,892,961","2026","450.1","5.49","99","125.4","95%","82","20","42","31","11","22","183","10.9","5.2","19","44","46","1139:19","235:35","163:37","-54","0.58"
"*02unz*","Nick Schmaltz","UTA","RW","97","Logan","29","","2,278,000","1st","448.2","5.47","96","188.8","84%","82","20","43","21","22","14","186","10.8","5.3","25","14","45","1216:30","268:15","39:29","182","0.68"
"*03as8*","Nikolaj Ehlers","CAR","LW,RW","98","Daniel","29","","5,341,797","2026","447.8","6.49","100","66.8","97%","69","24","39","27","12","17","174","13.8","6.6","22","38","33","913:26","174:51","01:34","134","0.72"
"*051tx*","Aliaksei Protas","WSH","LW,RW","99","Daniel","24","","1,374,000","1st","444.9","5.85","97","163.9","95%","76","30","36","25","11","18","142","21.1","12.0","1","20","33","1120:48","09:40","120:12","81","0.59"
"*03rfl*","Anthony Cirelli","TBL","C","100","Murica","28","","1,897,000","1st","444.25","5.55","71","224.6","79%","80","27","32","16","16","28","160","16.9","9.3","5","25","72","1226:39","104:16","164:19","260","0.47"
"*02ni5*","Jonathan Marchessault","NSH","RW","101","Seth","34","","4,383,057","2025","441.95","5.67","97","144.4","91%","78","21","35","19","16","37","206","10.2","5.5","23","77","25","1154:17","246:55","01:00","-16","0.73"
"*01zql*","Brock Nelson","COL","C","102","Chris","33","@LAK Tue 8:30PM","3,713,000","2025","441.35","5.52","90","203","82%","80","26","30","18","12","18","193","13.5","7.2","7","35","43","1248:41","187:53","76:26","-45","0.62"
"*04a9v*","Morgan Geekie","BOS","C,LW","103","Jason","27","","1,981,000","1st","441","5.73","97","152.7","89%","77","33","24","14","10","22","150","22.0","10.7","9","110","29","1161:48","139:13","01:51","64","0.73"
"*03de2*","Brandon Montour","SEA","D","105","Sam","31","","4,160,667","2027","432.7","5.34","100","87.6","97%","81","18","23","10","13","70","231","7.8","3.4","11","84","100","1648:14","196:50","15:60","-49","0.55"
"*04yn0*","Connor McMichael","WSH","C,LW","107","Abby","24","","1,529,000","1st","431.65","5.26","95","203.1","91%","82","26","31","13","18","49","177","14.7","8.1","10","39","36","1175:47","146:17","56:14","-28","0.57"
"*00qru*","Steven Stamkos","NSH","C,LW","108","Chris","35","","4,947,000","2026","427.3","5.21","99","123.3","93%","82","27","26","18","8","48","174","15.5","7.6","21","66","46","1209:16","263:51","02:52","24","0.75"
"*04ln4*","Kiefer Sherwood","VAN","LW,RW","109","Sam","30","","1,080,000","1st","427.2","5.48","96","181","79%","78","19","21","14","7","35","141","13.5","6.8","2","462","30","982:30","64:20","114:31","17","0.41"
"*01zvf*","Mark Stone","VGK","RW","110","Daniel","33","","4,647,076","2024","426.7","6.47","98","128.5","91%","66","19","48","34","14","14","131","14.5","8.4","25","32","42","1021:10","173:08","76:29","118","0.69"
"*05kbn*","Will Cuylle","NYR","LW","111","Jason","23","PIT Tue 6:00PM","1,347,000","1st","426.65","5.2","96","170.2","87%","82","20","25","13","12","42","152","13.2","7.3","3","301","50","1086:09","61:50","88:22","-44","0.54"
"*04mtp*","Dylan Cozens","OTT","C","112","Chris","24","","3,660,000","2025","425.35","5.19","98","164.2","96%","82","16","31","20","11","68","188","8.5","4.8","12","205","45","1150:46","200:52","47:21","-4","0.61"
"*004jl*","Brad Marchand","FLA","LW","115","Sam","37","CHI Tue 3:00PM","6,288,785","2026","423.05","5.96","99","142.3","94%","71","23","28","18","10","64","194","11.9","6.1","13","81","34","983:12","224:00","93:49","23","0.63"
"*042w4*","Adam Fox","NYR","D","116","Shannon","27","PIT Tue 6:00PM","4,709,301","2025","422.5","5.71","100","43.4","99%","74","10","51","30","21","32","135","7.4","2.9","18","40","108","1354:44","215:52","149:49","281","0.69"
"*016g3*","Erik Karlsson","PIT","D","118","Shannon","35","@NYR Tue 6:00PM","2,417,000","1st","421.95","5.15","100","97.9","91%","82","11","42","17","25","20","191","5.8","2.2","15","29","94","1640:31","200:13","64:36","78","0.61"
"*003t7*","Anze Kopitar","LAK","C","119","Seth","38","COL Tue 8:30PM","2,348,000","1st","419.85","5.18","93","217.1","84%","81","21","46","29","17","4","98","21.4","10.7","22","31","67","1219:07","224:54","91:24","86","0.58"
"*03yg3*","Mikhail Sergachev","UTA","D","120","Nate","27","","5,631,555","2028","419.65","5.45","100","55.2","99%","77","15","38","22","16","32","132","11.4","4.1","23","61","140","1445:58","255:05","232:57","195","0.60"
"*03w5m*","Gabriel Vilardi","WPG","RW","121","Seth","26","","1,829,858","2024","419.25","5.9","99","127.7","96%","71","27","34","18","16","14","130","20.8","11.6","25","21","50","1084:57","202:10","00:33","-54","0.75"
"*04o0g*","Marco Rossi","MIN","C","122","Chris","23","","4,895,000","2030","419.2","5.11","92","211.8","92%","82","24","36","22","14","26","136","17.6","9.1","16","62","41","1297:42","194:51","03:36","31","0.64"
"*003kg*","Patrick Kane","DET","RW","124","Logan","36","","2,643,000","2025","416.75","5.79","96","164.6","88%","72","21","38","17","21","12","175","12.0","6.3","29","19","23","1079:38","214:17","00:36","-62","0.67"
"*03rab*","Jake DeBrusk","VAN","LW,RW","125","Seth","28","","3,564,323","2025","415.7","5.07","94","202.1","80%","82","28","20","8","12","18","171","16.4","9.2","19","96","48","1148:33","209:04","07:37","-96","0.60"
"*01xfp*","Jaden Schwartz","SEA","LW","126","Jason","33","","2,024,000","1st","415.55","5.13","37","249.7","45%","81","26","23","11","12","24","194","13.4","7.3","10","43","42","1255:08","191:49","01:33","75","0.58"
"*04yu5*","Thomas Harley","DAL","D","127","Adam","24","","2,030,000","1st","414.95","5.32","100","65.8","99%","78","16","34","14","20","16","171","9.4","4.0","15","33","110","1518:55","186:05","118:49","116","0.57"
"*01c32*","Brayden Schenn","STL","C","128","Shannon","34","","2,179,000","1st","413.5","5.04","68","227.5","68%","82","18","32","20","12","61","145","12.4","6.5","7","194","55","1252:23","146:15","41:22","-56","0.58"
"*05r1c*","Juraj Slafkovsky","MTL","LW,RW","129","Nate","21","","4,242,000","2028","412.6","5.22","99","130.4","97%","79","18","33","16","17","45","133","13.5","6.3","10","194","62","1124:33","245:05","00:56","-3","0.67"
"*03mqg*","Jakob Chychrun","WSH","D","130","Jason","27","","3,806,071","2024","411.55","5.56","100","78.2","98%","74","20","27","15","12","52","179","11.2","4.4","15","59","87","1383:49","166:18","08:38","141","0.64"
"*05wwg*","Lane Hutson","MTL","D","131","Abby","21","","1,815,000","1st","411.2","5.01","100","52.8","100%","82","6","60","25","35","34","91","6.6","2.0","26","40","123","1615:26","230:43","17:58","98","0.72"
"*05gd8*","Mason McTavish","ANA","C","132","Adam","22","","1,673,000","1st","411","5.41","98","174.1","96%","76","22","30","12","18","38","180","12.2","6.3","12","70","31","1088:39","193:03","00:51","-220","0.58"
"*03rad*","Thomas Chabot","OTT","D","133","Chris","28","","5,786,387","2025","410.3","5.13","100","128.6","94%","80","9","36","18","18","24","179","5.0","2.0","8","58","145","1533:29","157:50","150:37","176","0.57"
